# EXPERIMENT E1 -- first qualifying FVG at/after the displacement candle. Pooled foldSel=ALL.
# Source: p15/exec_arms/V53_EXEC_P15_E1_fvg_association.pine
#   sha256 686850a48eb9c2f8515acbbb5ccc4b6145a39eb91dacf7e2fcdd4e7ad1eec04d
#   derived from p15/executed/V53_EXECUTED_BUILD.pine (sha256 2dafbafd...), +7/-4 lines, 2 hunks.
#   Output layer byte-identical to the executed baseline (verified).
# Injected via pine_set_source (605 lines) + pine_smart_compile; pineVersion 139.0 -> 140.0.
# Pre-injection checks: C1 residue aA = 0; D1 residue = 0 (the qV BOS fallback is present, so the
#   frozen BOS reference rule is restored). All frozen inputs verified after compile, in_7 = 12.
#
# dispWait SCAN BOUND -- PRESERVED, NOT NORMALIZED.
#   E1's forward scan is bounded by the existing frozen dispWait = 12 chart bars measured from the
#   sweep bar. No new parameter is introduced and no compensation is applied. A state-4 sequence
#   now persists while scanning and is invalidated only once bar_index - swB > dispWait with no
#   qualifying gap. That this changes which displacement sequence is scanned within the 12-bar
#   bound is part of E1's mechanical consequence and is left intact.
#
# ASSERT column reports A21-A27,A32 verbatim. Pre-registered E1 expectation: A24 is evaluated only
# on the first scan bar, where it retains its original meaning, and must still read 0. All other
# assertions must read 0. No E1 diagnostic is expected to fire.
MNQ L 1m ALL | bars 19200 | cov 18644 | sw 952 | ch 829 | rt 762 | bos 33 | fvg 29 | fill 16 | W0 Ls13 TO3 | Rpre -16 | Rpost -16.366 | avg -1.0229 | med -1.0209 | mcL 16 | ddR 16.366 | ddU 2501.52 | usd -2501.52 | ASSERT 0/0/0/0/0/0/0/0 | noFVGinvalid 4
MNQ1!|L|1m|ALL|sw 2026-08-06 17:30|PD|swX 29521.25|ch 2026-08-06 17:52|chL 29522|rt 2026-08-06 17:53|bos 2026-08-06 18:16|bosL 29540|fvg 29561.5-29566.25|en 2026-08-06 18:25|enPx 29561.5|stop 29512.2657|LOSS|-1.03R|$-101.47|stop|3bars
MNQ1!|L|1m|ALL|sw 2026-08-06 18:00|PD|swX 29505.75|ch 2026-08-06 18:14|chL 29540|rt 2026-08-06 18:15|bos 2026-08-06 18:16|bosL 29538.5|fvg 29561.5-29566.25|en 2026-08-06 18:25|enPx 29561.5|stop 29497.7992|LOSS|-1.024R|$-130.4|stop|12bars
MNQ1!|L|1m|ALL|sw 2026-08-17 12:40|AS|swX 30183|ch 2026-08-17 12:52|chL 30198|rt 2026-08-17 12:54|bos 2026-08-17 13:30|bosL 30227.5|fvg 30229.75-30230.5|en 2026-08-17 13:35|enPx 30229.75|stop 30178.6201|LOSS|-1.029R|$-105.26|stop|1bars
MNQ1!|L|1m|ALL|sw 2026-08-17 12:45|AS|swX 30180|ch 2026-08-17 13:00|chL 30211|rt 2026-08-17 13:01|bos 2026-08-17 13:30|bosL 30227.5|fvg 30229.75-30230.5|en 2026-08-17 13:35|enPx 30229.75|stop 30175.6758|LOSS|-1.028R|$-111.15|stop|1bars
MNQ L 3m ALL | bars 19200 | cov 19200 | sw 952 | ch 362 | rt 258 | bos 14 | fvg 6 | fill 1 | W0 Ls1 TO0 | Rpre -1 | Rpost -1.008 | avg -1.0077 | med -1.0077 | mcL 1 | ddR 1.008 | ddU 391.04 | usd -391.04 | ASSERT 0/0/0/0/0/0/0/0 | noFVGinvalid 8
MNQ1!|L|3m|ALL|sw 2026-06-10 13:05|AS|swX 28822|ch 2026-06-10 13:36|chL 28890|rt 2026-06-10 13:39|bos 2026-06-10 13:42|bosL 28991.5|fvg 29002.25-29019.25|en 2026-06-10 13:50|enPx 29002.25|stop 28808.2282|LOSS|-1.008R|$-391.04|stop|16bars
MNQ S 3m ALL | bars 19200 | cov 19200 | sw 1128 | ch 427 | rt 316 | bos 21 | fvg 19 | fill 10 | W3 Ls6 TO1 | Rpre 8 | Rpost 7.647 | avg 0.7647 | med -1.0281 | mcL 4 | ddR 4.171 | ddU 364.3 | usd 807.51 | ASSERT 0/0/0/0/0/0/0/0 | noFVGinvalid 2
MNQ1!|S|3m|ALL|sw 2026-06-03 12:45|AS|swX 30733.75|ch 2026-06-03 13:33|chL 30699.25|rt 2026-06-03 13:36|bos 2026-06-03 13:42|bosL 30703.75|fvg 30649.25-30694|en 2026-06-03 14:15|enPx 30694|stop 30737.5999|LOSS|-1.034R|$-90.2|stop|5bars
MNQ1!|S|3m|ALL|sw 2026-06-03 12:50|AS|swX 30734.75|ch 2026-06-03 13:33|chL 30699.25|rt 2026-06-03 13:36|bos 2026-06-03 13:42|bosL 30703.75|fvg 30649.25-30694|en 2026-06-03 14:15|enPx 30694|stop 30738.6571|LOSS|-1.034R|$-92.31|stop|5bars
MNQ1!|S|3m|ALL|sw 2026-07-05 23:40|SW|swX 29989.25|ch 2026-07-06 00:00|chL 29963.5|rt 2026-07-06 00:06|bos 2026-07-06 00:27|bosL 29900.25|fvg 29908.75-29928|en 2026-07-06 00:35|enPx 29928|stop 29994.4412|LOSS|-1.023R|$-135.88|timeout|144bars
MNQ1!|S|3m|ALL|sw 2026-07-22 00:25|SW|swX 29316.75|ch 2026-07-22 00:45|chL 29272|rt 2026-07-22 00:48|bos 2026-07-22 01:00|bosL 29258.5|fvg 29249-29273.25|en 2026-07-22 01:45|enPx 29273.25|stop 29321.2418|WIN|4.969R|$476.92|target|71bars
MNQ1!|S|3m|ALL|sw 2026-07-22 00:20|SW|swX 29327.75|ch 2026-07-22 00:45|chL 29272|rt 2026-07-22 00:48|bos 2026-07-22 01:00|bosL 29258.5|fvg 29249-29273.25|en 2026-07-22 01:45|enPx 29273.25|stop 29332.1834|WIN|4.975R|$586.33|target|134bars
MNQ1!|S|3m|ALL|sw 2026-08-24 11:45|SW|swX 29260.5|ch 2026-08-24 12:03|chL 29230.75|rt 2026-08-24 12:06|bos 2026-08-24 12:30|bosL 29203|fvg 29208-29222.75|en 2026-08-24 12:40|enPx 29222.75|stop 29265.7452|WIN|4.965R|$426.95|target|12bars
MNQ1!|S|3m|ALL|sw 2026-08-27 20:10|AS|swX 29667.5|ch 2026-08-27 20:48|chL 29634.25|rt 2026-08-27 20:57|bos 2026-08-27 22:00|bosL 29620.25|fvg 29623-29628.5|en 2026-08-27 22:15|enPx 29628.5|stop 29672.8749|LOSS|-1.034R|$-91.75|stop|36bars
MNQ1!|S|3m|ALL|sw 2026-08-27 20:05|SW|swX 29693.75|ch 2026-08-27 20:48|chL 29634.25|rt 2026-08-27 20:57|bos 2026-08-27 22:00|bosL 29620.25|fvg 29623-29628.5|en 2026-08-27 22:15|enPx 29628.5|stop 29699.2307|LOSS|-1.021R|$-144.46|stop|47bars
MNQ1!|S|3m|ALL|sw 2026-08-28 12:35|SW|swX 29637.75|ch 2026-08-28 13:21|chL 29650|rt 2026-08-28 13:24|bos 2026-08-28 13:30|bosL 29613.5|fvg 29613.75-29622.75|en 2026-08-28 13:40|enPx 29622.75|stop 29641.3214|LOSS|-1.081R|$-40.14|stop|1bars
MNQ1!|S|3m|ALL|sw 2026-08-28 12:30|SW|swX 29661.75|ch 2026-08-28 13:21|chL 29650|rt 2026-08-28 13:24|bos 2026-08-28 13:30|bosL 29613.5|fvg 29613.75-29622.75|en 2026-08-28 13:40|enPx 29622.75|stop 29665.223|LOSS|-1.035R|$-87.95|stop|1bars
MNQ S 1m ALL | bars 19200 | cov 18644 | sw 1128 | ch 967 | rt 845 | bos 42 | fvg 39 | fill 27 | W2 Ls24 TO1 | Rpre -15 | Rpost -16.477 | avg -0.6103 | med -1.0474 | mcL 23 | ddR 24.265 | ddU 1990.89 | usd -1202.04 | ASSERT 0/0/0/0/0/0/0/0 | noFVGinvalid 3
MNQ1!|S|1m|ALL|sw 2026-05-29 07:20|SW|swX 30320|ch 2026-05-29 07:30|chL 30294.5|rt 2026-05-29 07:31|bos 2026-05-29 07:36|bosL 30282.25|fvg 30306.25-30306.75|en 2026-05-29 08:10|enPx 30306.75|stop 30322.9758|LOSS|-1.092R|$-35.45|stop|4bars
MNQ1!|S|1m|ALL|sw 2026-05-29 07:15|SW|swX 30326.5|ch 2026-05-29 07:30|chL 30294.5|rt 2026-05-29 07:31|bos 2026-05-29 07:36|bosL 30282.25|fvg 30306.25-30306.75|en 2026-05-29 08:10|enPx 30306.75|stop 30329.4201|LOSS|-1.066R|$-48.34|stop|10bars
MNQ1!|S|1m|ALL|sw 2026-05-29 07:05|PD|swX 30343.5|ch 2026-05-29 07:30|chL 30294.5|rt 2026-05-29 07:31|bos 2026-05-29 07:36|bosL 30282.25|fvg 30306.25-30306.75|en 2026-05-29 08:10|enPx 30306.75|stop 30346.3026|LOSS|-1.038R|$-82.11|stop|12bars
MNQ1!|S|1m|ALL|sw 2026-05-29 07:10|PD|swX 30344|ch 2026-05-29 07:30|chL 30294.5|rt 2026-05-29 07:31|bos 2026-05-29 07:36|bosL 30282.25|fvg 30306.25-30306.75|en 2026-05-29 08:10|enPx 30306.75|stop 30346.9524|LOSS|-1.037R|$-83.4|stop|12bars
MNQ1!|S|1m|ALL|sw 2026-05-29 17:45|AS|swX 30355.5|ch 2026-05-29 17:54|chL 30334|rt 2026-05-29 18:05|bos 2026-05-29 18:45|bosL 30367|fvg 30352-30380.25|en 2026-05-29 19:25|enPx 30380.25|stop 30361.5423|LOSS|-1.08R|$-40.42|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-05-29 20:05|SW|swX 30410.25|ch 2026-05-29 20:40|chL 30383.25|rt 2026-05-29 20:44|bos 2026-05-31 22:02|bosL 30380.75|fvg 30381-30398.5|en 2026-05-31 22:10|enPx 30398.5|stop 30415.7992|LOSS|-1.087R|$-37.6|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-06-03 04:10|SW|swX 30730.5|ch 2026-06-03 04:46|chL 30715.25|rt 2026-06-03 04:47|bos 2026-06-03 05:00|bosL 30701.75|fvg 30693.25-30701.5|en 2026-06-03 05:05|enPx 30701.5|stop 30733.1726|LOSS|-1.047R|$-66.35|stop|25bars
MNQ1!|S|1m|ALL|sw 2026-06-03 04:15|SW|swX 30727.75|ch 2026-06-03 04:46|chL 30715.25|rt 2026-06-03 04:47|bos 2026-06-03 05:00|bosL 30701.75|fvg 30693.25-30701.5|en 2026-06-03 05:05|enPx 30701.5|stop 30730.4496|LOSS|-1.052R|$-60.9|stop|25bars
MNQ1!|S|1m|ALL|sw 2026-06-09 12:35|SW|swX 29730.5|ch 2026-06-09 13:12|chL 29724.25|rt 2026-06-09 13:13|bos 2026-06-09 13:31|bosL 29699|fvg 29660.75-29661|en 2026-06-09 13:35|enPx 29661|stop 29735.6386|LOSS|-1.02R|$-152.28|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-06-11 12:50|AS|swX 28818.5|ch 2026-06-11 13:01|chL 28778|rt 2026-06-11 13:02|bos 2026-06-11 13:31|bosL 28763.25|fvg 28709.5-28742.75|en 2026-06-11 13:40|enPx 28742.75|stop 28828.8059|LOSS|-1.017R|$-175.11|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-06-11 13:00|AS|swX 28815.5|ch 2026-06-11 13:29|chL 28763.25|rt 2026-06-11 13:30|bos 2026-06-11 13:31|bosL 28756|fvg 28709.5-28742.75|en 2026-06-11 13:40|enPx 28742.75|stop 28825.6472|LOSS|-1.018R|$-168.79|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-06-17 12:30|SW|swX 30503.25|ch 2026-06-17 12:57|chL 30494.5|rt 2026-06-17 12:58|bos 2026-06-17 13:30|bosL 30488.75|fvg 30487.25-30497.25|en 2026-06-17 13:40|enPx 30497.25|stop 30508.2128|LOSS|-1.137R|$-24.93|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-06-17 12:35|SW|swX 30520.75|ch 2026-06-17 12:57|chL 30494.5|rt 2026-06-17 12:58|bos 2026-06-17 13:30|bosL 30488.75|fvg 30487.25-30497.25|en 2026-06-17 13:40|enPx 30497.25|stop 30525.869|LOSS|-1.052R|$-60.24|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-06-17 12:55|SW|swX 30503.25|ch 2026-06-17 13:06|chL 30475|rt 2026-06-17 13:07|bos 2026-06-17 13:30|bosL 30488.75|fvg 30487.25-30497.25|en 2026-06-17 13:40|enPx 30497.25|stop 30508.2084|LOSS|-1.137R|$-24.92|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-06-17 13:45|SW|swX 30540.75|ch 2026-06-17 13:56|chL 30426.5|rt 2026-06-17 14:08|bos 2026-06-17 14:47|bosL 30373.75|fvg 30381.75-30423.75|en 2026-06-17 14:50|enPx 30423.75|stop 30549.6618|LOSS|-1.012R|$-254.82|timeout|144bars
MNQ1!|S|1m|ALL|sw 2026-06-22 12:35|SW|swX 30844.75|ch 2026-06-22 12:59|chL 30803.75|rt 2026-06-22 13:00|bos 2026-06-22 13:31|bosL 30846.5|fvg 30819.75-30824.5|en 2026-06-22 13:35|enPx 30824.5|stop 30849.6505|LOSS|-1.06R|$-53.3|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-06-22 12:40|SW|swX 30834.5|ch 2026-06-22 12:59|chL 30803.75|rt 2026-06-22 13:00|bos 2026-06-22 13:31|bosL 30846.5|fvg 30819.75-30824.5|en 2026-06-22 13:35|enPx 30824.5|stop 30839.4755|LOSS|-1.1R|$-32.95|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-07-10 13:35|SW|swX 29937|ch 2026-07-10 14:19|chL 29906|rt 2026-07-10 14:20|bos 2026-07-10 14:32|bosL 29845.5|fvg 29835-29913.75|en 2026-07-10 15:15|enPx 29913.75|stop 29944.3208|LOSS|-1.049R|$-64.14|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-07-10 13:50|AS|swX 29968.5|ch 2026-07-10 14:19|chL 29906|rt 2026-07-10 14:20|bos 2026-07-10 14:32|bosL 29845.5|fvg 29835-29913.75|en 2026-07-10 15:15|enPx 29913.75|stop 29977.3944|LOSS|-1.024R|$-130.29|stop|2bars
MNQ1!|S|1m|ALL|sw 2026-07-20 11:20|SW|swX 29008.25|ch 2026-07-20 11:47|chL 29075.5|rt 2026-07-20 11:52|bos 2026-07-20 12:02|bosL 29048.25|fvg 29006.25-29041|en 2026-07-20 12:30|enPx 29041|stop 29012.7084|LOSS|-1.053R|$-59.58|stop|12bars
MNQ1!|S|1m|ALL|sw 2026-07-31 20:00|PD|swX 28436|ch 2026-07-31 20:30|chL 28364.25|rt 2026-07-31 20:31|bos 2026-07-31 20:53|bosL 28378|fvg 28349.5-28377|en 2026-08-02 22:00|enPx 28377|stop 28445.651|LOSS|-1.022R|$-140.3|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-08-12 19:10|PD|swX 29894.25|ch 2026-08-12 19:37|chL 29853.25|rt 2026-08-12 19:38|bos 2026-08-12 19:55|bosL 29838.75|fvg 29837.5-29848.75|en 2026-08-12 20:00|enPx 29848.75|stop 29897.8758|LOSS|-1.031R|$-101.25|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-08-12 19:20|PD|swX 29890.25|ch 2026-08-12 19:37|chL 29853.25|rt 2026-08-12 19:38|bos 2026-08-12 19:55|bosL 29838.75|fvg 29837.5-29848.75|en 2026-08-12 20:00|enPx 29848.75|stop 29893.9595|LOSS|-1.033R|$-93.42|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-08-24 11:45|SW|swX 29260.5|ch 2026-08-24 12:18|chL 29207.5|rt 2026-08-24 12:19|bos 2026-08-24 12:32|bosL 29213.5|fvg 29202.25-29217.5|en 2026-08-24 12:35|enPx 29217.5|stop 29265.7452|WIN|4.969R|$479.45|target|13bars
MNQ1!|S|1m|ALL|sw 2026-08-24 11:55|SW|swX 29254.75|ch 2026-08-24 12:18|chL 29207.5|rt 2026-08-24 12:19|bos 2026-08-24 12:32|bosL 29213.5|fvg 29202.25-29217.5|en 2026-08-24 12:35|enPx 29217.5|stop 29259.7479|WIN|4.964R|$419.48|target|13bars
MNQ1!|S|1m|ALL|sw 2026-08-28 12:35|SW|swX 29637.75|ch 2026-08-28 13:20|chL 29651.25|rt 2026-08-28 13:21|bos 2026-08-28 13:30|bosL 29622.25|fvg 29612.5-29627.25|en 2026-08-28 13:35|enPx 29627.25|stop 29641.3214|LOSS|-1.107R|$-31.14|stop|1bars
MNQ1!|S|1m|ALL|sw 2026-08-28 12:30|SW|swX 29661.75|ch 2026-08-28 13:20|chL 29651.25|rt 2026-08-28 13:21|bos 2026-08-28 13:30|bosL 29622.25|fvg 29612.5-29627.25|en 2026-08-28 13:35|enPx 29627.25|stop 29665.223|LOSS|-1.04R|$-78.95|stop|1bars
MGC S 1m ALL | bars 19218 | cov 18645 | sw 872 | ch 790 | rt 703 | bos 20 | fvg 20 | fill 8 | W2 Ls6 TO0 | Rpre 4 | Rpost 3.127 | avg 0.3909 | med -1.0327 | mcL 5 | ddR 5.356 | ddU 394.99 | usd -175.68 | ASSERT 0/0/0/0/0/0/0/0 | noFVGinvalid 0
MGC1!|S|1m|ALL|sw 2026-06-02 22:10|SW|swX 4521.6|ch 2026-06-02 22:25|chL 4517.4|rt 2026-06-02 22:26|bos 2026-06-02 22:45|bosL 4516.8|fvg 4516-4517.7|en 2026-06-02 22:50|enPx 4517.7|stop 4522.1464|WIN|4.933R|$219.32|target|6bars
MGC1!|S|1m|ALL|sw 2026-06-02 22:00|SW|swX 4522.8|ch 2026-06-02 22:25|chL 4517.4|rt 2026-06-02 22:26|bos 2026-06-02 22:45|bosL 4516.8|fvg 4516-4517.7|en 2026-06-02 22:50|enPx 4517.7|stop 4523.3057|LOSS|-1.054R|$-59.06|stop|22bars
MGC1!|S|1m|ALL|sw 2026-08-07 20:05|SW|swX 4403.9|ch 2026-08-07 20:27|chL 4397.3|rt 2026-08-07 20:28|bos 2026-08-09 22:02|bosL 4399|fvg 4398.7-4404|en 2026-08-09 22:10|enPx 4404|stop 4404.7588|WIN|4.605R|$34.94|target|1bars
MGC1!|S|1m|ALL|sw 2026-08-07 20:00|SW|swX 4404.6|ch 2026-08-07 20:27|chL 4397.3|rt 2026-08-07 20:28|bos 2026-08-09 22:02|bosL 4399|fvg 4398.7-4404|en 2026-08-09 22:10|enPx 4404|stop 4405.4802|LOSS|-1.203R|$-17.8|stop|10bars
MGC1!|S|1m|ALL|sw 2026-08-17 11:45|PD|swX 4457.6|ch 2026-08-17 12:01|chL 4451.3|rt 2026-08-17 12:02|bos 2026-08-17 12:26|bosL 4449.4|fvg 4446.2-4447.7|en 2026-08-17 13:35|enPx 4447.7|stop 4458.3637|LOSS|-1.028R|$-109.64|stop|3bars
MGC1!|S|1m|ALL|sw 2026-08-17 11:50|PD|swX 4455.5|ch 2026-08-17 12:09|chL 4450|rt 2026-08-17 12:10|bos 2026-08-17 12:26|bosL 4449.4|fvg 4446.2-4447.7|en 2026-08-17 13:35|enPx 4447.7|stop 4456.2691|LOSS|-1.035R|$-88.69|stop|3bars
MGC1!|S|1m|ALL|sw 2026-08-24 11:40|AS|swX 4724.5|ch 2026-08-24 12:01|chL 4713|rt 2026-08-24 12:07|bos 2026-08-24 12:32|bosL 4712.5|fvg 4712.7-4716|en 2026-08-24 12:35|enPx 4716|stop 4725.8876|LOSS|-1.03R|$-101.88|stop|1bars
MGC1!|S|1m|ALL|sw 2026-08-24 11:45|AS+SW|swX 4719.5|ch 2026-08-24 12:01|chL 4713|rt 2026-08-24 12:07|bos 2026-08-24 12:32|bosL 4712.5|fvg 4712.7-4716|en 2026-08-24 12:35|enPx 4716|stop 4720.987|LOSS|-1.06R|$-52.87|stop|1bars
MGC S 3m ALL | bars 19218 | cov 19218 | sw 872 | ch 347 | rt 262 | bos 20 | fvg 15 | fill 3 | W0 Ls3 TO0 | Rpre -3 | Rpost -3.182 | avg -1.0607 | med -1.0758 | mcL 3 | ddR 3.182 | ddU 222.44 | usd -222.44 | ASSERT 0/0/0/0/0/0/0/0 | noFVGinvalid 5
MGC1!|S|3m|ALL|sw 2026-06-16 20:30|AS|swX 4355.1|ch 2026-06-16 20:51|chL 4352.9|rt 2026-06-16 20:54|bos 2026-06-16 22:00|bosL 4352.3|fvg 4351.8-4352.1|en 2026-06-16 22:30|enPx 4352.1|stop 4355.6472|LOSS|-1.085R|$-38.47|stop|5bars
MGC1!|S|3m|ALL|sw 2026-06-16 20:25|AS|swX 4355.5|ch 2026-06-16 20:51|chL 4352.9|rt 2026-06-16 20:54|bos 2026-06-16 22:00|bosL 4352.3|fvg 4351.8-4352.1|en 2026-06-16 22:30|enPx 4352.1|stop 4356.0554|LOSS|-1.076R|$-42.55|stop|7bars
MGC1!|S|3m|ALL|sw 2026-07-09 00:20|SW|swX 4094.7|ch 2026-07-09 00:51|chL 4083|rt 2026-07-09 00:54|bos 2026-07-09 01:00|bosL 4081.3|fvg 4081.2-4081.8|en 2026-07-09 01:10|enPx 4081.8|stop 4095.6418|LOSS|-1.022R|$-141.42|stop|58bars
MGC L 3m ALL | bars 19218 | cov 19218 | sw 884 | ch 344 | rt 259 | bos 19 | fvg 17 | fill 7 | W1 Ls5 TO1 | Rpre -1 | Rpost -1.171 | avg -0.1672 | med -1.022 | mcL 6 | ddR 6.147 | ddU 831.41 | usd -196.4 | ASSERT 0/0/0/0/0/0/0/0 | noFVGinvalid 2
MGC1!|L|3m|ALL|sw 2026-05-28 04:50|PD|swX 4397.3|ch 2026-05-28 05:09|chL 4403.9|rt 2026-05-28 05:12|bos 2026-05-28 05:30|bosL 4406.4|fvg 4408.8-4412.6|en 2026-05-28 06:05|enPx 4408.8|stop 4396.0398|WIN|4.976R|$635.01|target|96bars
MGC1!|L|3m|ALL|sw 2026-06-29 00:30|SW|swX 4062.5|ch 2026-06-29 00:54|chL 4083.9|rt 2026-06-29 00:57|bos 2026-06-29 01:03|bosL 4076.5|fvg 4075.1-4075.3|en 2026-06-29 01:30|enPx 4075.1|stop 4061.2871|LOSS|-1.022R|$-141.13|stop|42bars
MGC1!|L|3m|ALL|sw 2026-07-03 07:00|SW|swX 4184|ch 2026-07-03 07:48|chL 4193.6|rt 2026-07-03 07:51|bos 2026-07-03 08:00|bosL 4194.7|fvg 4190.4-4194.7|en 2026-07-03 08:45|enPx 4190.4|stop 4183.1142|LOSS|-1.041R|$-75.86|stop|9bars
